,bird1,bird2,shared,total_rep,ac_sim,spatial_dist,sharing_index,april_lay_date_1,clutch_size_1,num_fledglings_1,father_1,mother_1,box_1,year_1,wytham_born_1,natal_box_1,dispersal_distance_1,age_1,x_1,y_1,recorded_1,repertoire_size_1,self_similarity_1,april_lay_date_2,clutch_size_2,num_fledglings_2,father_2,mother_2,box_2,year_2,wytham_born_2,natal_box_2,dispersal_distance_2,age_2,x_2,y_2,recorded_2,repertoire_size_2,self_similarity_2
1951,20211MP77,20211MP78,2,6,0.39768125,43.86,0.3333333333333333,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315,,,0,,,MP78,2021,,,,,448423.72,207060.76,True,4.0,0.39963333333333334
1973,20211MP80,20211MP78,0,8,0.387879375,224.72,0.0,19.0,7.0,6,ty68368,ty70078,MP80,2021,False,,,6.0,448343.72,207270.76,True,4.0,0.38642166666666666,,,0,,,MP78,2021,,,,,448423.72,207060.76,True,4.0,0.39963333333333334
1806,20211MP34A,20211MP56,2,5,0.4421675,245.22,0.4,24.0,7.0,0,,,MP34A,2021,,,,,448457.72,207302.76,True,4.0,0.41164,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1816,20211MP42,20211MP56,0,4,0.3923033333333333,172.35,0.0,24.0,6.0,5,ts47968,te80990,MP42,2021,True,MP92,861.6,6.0,448447.72,207210.76,True,3.0,0.29058,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1820,20211MP48,20211MP56,0,4,0.34748666666666667,109.04,0.0,9.0,7.0,6,ty70233,ty68301,MP48,2021,True,MP42,111.2,5.0,448556.72,207188.76,True,3.0,0.44559666666666664,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1835,20211MP51,20211MP56,0,3,0.410625,144.07,0.0,16.0,6.0,6,ty68257,vs84123,MP51,2021,False,,,5.0,448419.72,207113.76,True,2.0,0.33922,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1842,20211MP52,20211MP56,0,3,0.405965,90.14,0.0,17.0,7.0,5,ty70118,vs84272,MP52,2021,True,MP77,91.8,5.0,448469.72,207074.76,True,2.0,0.34956,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1862,20211MP62,20211MP56,0,2,0.41846,92.57,0.0,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1875,20211MP64,20211MP56,0,5,0.30821750000000003,131.32,0.0,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1885,20211MP66,20211MP56,0,5,0.310575,176.26,0.0,12.0,8.0,2,ty70009,vz30985,MP66,2021,False,,,6.0,448621.72,206914.76,True,4.0,0.34708999999999995,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1896,20211MP69,20211MP56,0,4,0.3876033333333333,125.54,0.0,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1917,20211MP71,20211MP56,0,7,0.3426366666666667,207.28,0.0,13.0,7.0,7,ty68314,ty68263,MP71,2021,False,,,6.0,448536.72,206873.76,True,6.0,0.3429766666666667,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1948,20211MP76,20211MP56,0,3,0.29522000000000004,184.89,0.0,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1959,20211MP77,20211MP56,0,3,0.310085,179.85,0.0,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1964,20211MP78,20211MP56,0,5,0.34191,137.32,0.0,,,0,,,MP78,2021,,,,,448423.72,207060.76,True,4.0,0.39963333333333334,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1978,20211MP80,20211MP56,0,5,0.365335,288.33,0.0,19.0,7.0,6,ty68368,ty70078,MP80,2021,False,,,6.0,448343.72,207270.76,True,4.0,0.38642166666666666,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,
1807,20211MP34A,20211MP77,0,6,0.31084,270.33,0.0,24.0,7.0,0,,,MP34A,2021,,,,,448457.72,207302.76,True,4.0,0.41164,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315
1817,20211MP42,20211MP77,0,5,0.2586616666666667,179.78,0.0,24.0,6.0,5,ts47968,te80990,MP42,2021,True,MP92,861.6,6.0,448447.72,207210.76,True,3.0,0.29058,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315
1827,20211MP48,20211MP77,0,5,0.25055,226.37,0.0,9.0,7.0,6,ty70233,ty68301,MP48,2021,True,MP42,111.2,5.0,448556.72,207188.76,True,3.0,0.44559666666666664,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315
1832,20211MP51,20211MP77,0,4,0.3048325,79.61,0.0,16.0,6.0,6,ty68257,vs84123,MP51,2021,False,,,5.0,448419.72,207113.76,True,2.0,0.33922,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315
1843,20211MP52,20211MP77,0,4,0.392395,91.76,0.0,17.0,7.0,5,ty70118,vs84272,MP52,2021,True,MP77,91.8,5.0,448469.72,207074.76,True,2.0,0.34956,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315
1859,20211MP56,20211MP77,0,3,0.310085,179.85,0.0,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315
1929,20211MP72,20211MP77,0,6,0.3720475,167.8,0.0,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315
1932,20211MP73,20211MP77,0,7,0.30067499999999997,125.49,0.0,15.0,7.0,7,vz33854,ty70021,MP73,2021,False,,,5.0,448396.98,206917.97,True,5.0,0.31085799999999997,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315
1940,20211MP76,20211MP77,0,4,0.3446625,38.64,0.0,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315
1960,20211MP78,20211MP77,0,6,0.39768125,43.86,0.0,,,0,,,MP78,2021,,,,,448423.72,207060.76,True,4.0,0.39963333333333334,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315
1975,20211MP80,20211MP77,0,6,0.3179325,231.48,0.0,19.0,7.0,6,ty68368,ty70078,MP80,2021,False,,,6.0,448343.72,207270.76,True,4.0,0.38642166666666666,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315
1808,20211MP34A,20211MP76,0,6,0.3732275,305.44,0.0,24.0,7.0,0,,,MP34A,2021,,,,,448457.72,207302.76,True,4.0,0.41164,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1818,20211MP42,20211MP76,0,5,0.2863116666666667,213.74,0.0,24.0,6.0,5,ts47968,te80990,MP42,2021,True,MP92,861.6,6.0,448447.72,207210.76,True,3.0,0.29058,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1834,20211MP51,20211MP76,0,4,0.37283,112.79,0.0,16.0,6.0,6,ty68257,vs84123,MP51,2021,False,,,5.0,448419.72,207113.76,True,2.0,0.33922,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1844,20211MP52,20211MP76,0,4,0.4806625,105.55,0.0,17.0,7.0,5,ty70118,vs84272,MP52,2021,True,MP77,91.8,5.0,448469.72,207074.76,True,2.0,0.34956,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1868,20211MP62,20211MP76,0,3,0.30956,152.84,0.0,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1879,20211MP64,20211MP76,0,6,0.32400625,220.29,0.0,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1889,20211MP66,20211MP76,0,6,0.338295,247.91,0.0,12.0,8.0,2,ty70009,vz30985,MP66,2021,False,,,6.0,448621.72,206914.76,True,4.0,0.34708999999999995,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1898,20211MP69,20211MP76,0,5,0.427785,136.3,0.0,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1916,20211MP71,20211MP76,2,8,0.3518375,196.16,0.25,13.0,7.0,7,ty68314,ty68263,MP71,2021,False,,,6.0,448536.72,206873.76,True,6.0,0.3429766666666667,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1925,20211MP72,20211MP76,0,6,0.29155,134.36,0.0,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1930,20211MP73,20211MP76,4,7,0.401372,87.02,0.5714285714285714,15.0,7.0,7,vz33854,ty70021,MP73,2021,False,,,5.0,448396.98,206917.97,True,5.0,0.31085799999999997,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1950,20211MP77,20211MP76,0,4,0.3446625,38.64,0.0,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1963,20211MP78,20211MP76,2,6,0.44805875,65.0,0.3333333333333333,,,0,,,MP78,2021,,,,,448423.72,207060.76,True,4.0,0.39963333333333334,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1977,20211MP80,20211MP76,0,6,0.33861,270.12,0.0,19.0,7.0,6,ty68368,ty70078,MP80,2021,False,,,6.0,448343.72,207270.76,True,4.0,0.38642166666666666,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255
1809,20211MP34A,20211MP62,2,5,0.3672225,325.3,0.4,24.0,7.0,0,,,MP34A,2021,,,,,448457.72,207302.76,True,4.0,0.41164,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1819,20211MP42,20211MP62,0,4,0.23107,241.47,0.0,24.0,6.0,5,ts47968,te80990,MP42,2021,True,MP92,861.6,6.0,448447.72,207210.76,True,3.0,0.29058,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1826,20211MP48,20211MP62,0,4,0.5015233333333333,200.49,0.0,9.0,7.0,6,ty70233,ty68301,MP48,2021,True,MP42,111.2,5.0,448556.72,207188.76,True,3.0,0.44559666666666664,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1838,20211MP51,20211MP62,0,3,0.434605,175.37,0.0,16.0,6.0,6,ty68257,vs84123,MP51,2021,False,,,5.0,448419.72,207113.76,True,2.0,0.33922,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1845,20211MP52,20211MP62,0,3,0.370675,112.81,0.0,17.0,7.0,5,ty70118,vs84272,MP52,2021,True,MP77,91.8,5.0,448469.72,207074.76,True,2.0,0.34956,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1851,20211MP56,20211MP62,0,2,0.41846,92.57,0.0,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1871,20211MP64,20211MP62,0,5,0.4183125,70.66,0.0,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1882,20211MP66,20211MP62,0,5,0.2829725,108.25,0.0,12.0,8.0,2,ty70009,vz30985,MP66,2021,False,,,6.0,448621.72,206914.76,True,4.0,0.34708999999999995,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1890,20211MP69,20211MP62,2,4,0.47245999999999994,36.24,0.5,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1914,20211MP71,20211MP62,0,7,0.3233333333333333,115.16,0.0,13.0,7.0,7,ty68314,ty68263,MP71,2021,False,,,6.0,448536.72,206873.76,True,6.0,0.3429766666666667,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1923,20211MP72,20211MP62,0,5,0.39213749999999997,98.81,0.0,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1936,20211MP73,20211MP62,2,6,0.403878,162.02,0.3333333333333333,15.0,7.0,7,vz33854,ty70021,MP73,2021,False,,,5.0,448396.98,206917.97,True,5.0,0.31085799999999997,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1947,20211MP76,20211MP62,0,3,0.30956,152.84,0.0,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1957,20211MP77,20211MP62,0,3,0.213675,167.92,0.0,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1966,20211MP78,20211MP62,0,5,0.3857425,139.09,0.0,,,0,,,MP78,2021,,,,,448423.72,207060.76,True,4.0,0.39963333333333334,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1979,20211MP80,20211MP62,2,5,0.4108425,345.14,0.4,19.0,7.0,6,ty68368,ty70078,MP80,2021,False,,,6.0,448343.72,207270.76,True,4.0,0.38642166666666666,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,
1810,20211MP42,20211MP34A,2,7,0.3623175,92.54,0.2857142857142857,24.0,6.0,5,ts47968,te80990,MP42,2021,True,MP92,861.6,6.0,448447.72,207210.76,True,3.0,0.29058,24.0,7.0,0,,,MP34A,2021,,,,,448457.72,207302.76,True,4.0,0.41164
1823,20211MP48,20211MP34A,0,7,0.4036975,150.99,0.0,9.0,7.0,6,ty70233,ty68301,MP48,2021,True,MP42,111.2,5.0,448556.72,207188.76,True,3.0,0.44559666666666664,24.0,7.0,0,,,MP34A,2021,,,,,448457.72,207302.76,True,4.0,0.41164
1970,20211MP80,20211MP34A,0,8,0.38079875,118.41,0.0,19.0,7.0,6,ty68368,ty70078,MP80,2021,False,,,6.0,448343.72,207270.76,True,4.0,0.38642166666666666,24.0,7.0,0,,,MP34A,2021,,,,,448457.72,207302.76,True,4.0,0.41164
1829,20211MP48,20211MP69,0,6,0.34284000000000003,230.98,0.0,9.0,7.0,6,ty70233,ty68301,MP48,2021,True,MP42,111.2,5.0,448556.72,207188.76,True,3.0,0.44559666666666664,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1839,20211MP51,20211MP69,4,5,0.5066116666666667,182.78,0.8,16.0,6.0,6,ty68257,vs84123,MP51,2021,False,,,5.0,448419.72,207113.76,True,2.0,0.33922,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1846,20211MP52,20211MP69,0,5,0.397065,124.48,0.0,17.0,7.0,5,ty70118,vs84272,MP52,2021,True,MP77,91.8,5.0,448469.72,207074.76,True,2.0,0.34956,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1853,20211MP56,20211MP69,0,4,0.3876033333333333,125.54,0.0,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1860,20211MP62,20211MP69,4,4,0.47245999999999994,36.24,1.0,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1872,20211MP64,20211MP69,0,7,0.3391583333333333,86.09,0.0,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1883,20211MP66,20211MP69,0,7,0.3549233333333333,111.89,0.0,12.0,8.0,2,ty70009,vz30985,MP66,2021,False,,,6.0,448621.72,206914.76,True,4.0,0.34708999999999995,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1911,20211MP71,20211MP69,0,9,0.39538,88.65,0.0,13.0,7.0,7,ty68314,ty68263,MP71,2021,False,,,6.0,448536.72,206873.76,True,6.0,0.3429766666666667,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1921,20211MP72,20211MP69,0,7,0.33838999999999997,62.68,0.0,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1933,20211MP73,20211MP69,0,8,0.38966266666666666,129.98,0.0,15.0,7.0,7,vz33854,ty70021,MP73,2021,False,,,5.0,448396.98,206917.97,True,5.0,0.31085799999999997,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1946,20211MP76,20211MP69,0,5,0.427785,136.3,0.0,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1955,20211MP77,20211MP69,0,5,0.27802166666666667,158.81,0.0,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1965,20211MP78,20211MP69,0,7,0.3959341666666667,138.62,0.0,,,0,,,MP78,2021,,,,,448423.72,207060.76,True,4.0,0.39963333333333334,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659
1849,20211MP52,20211MP72,0,6,0.39255,166.68,0.0,17.0,7.0,5,ty70118,vs84272,MP52,2021,True,MP77,91.8,5.0,448469.72,207074.76,True,2.0,0.34956,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666
1863,20211MP62,20211MP72,0,5,0.39213749999999997,98.81,0.0,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666
1874,20211MP64,20211MP72,0,8,0.358406875,130.17,0.0,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666
1884,20211MP66,20211MP72,0,8,0.32249,137.13,0.0,12.0,8.0,2,ty70009,vz30985,MP66,2021,False,,,6.0,448621.72,206914.76,True,4.0,0.34708999999999995,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666
1891,20211MP69,20211MP72,0,7,0.33838999999999997,62.68,0.0,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666
1910,20211MP71,20211MP72,0,10,0.31973,62.68,0.0,13.0,7.0,7,ty68314,ty68263,MP71,2021,False,,,6.0,448536.72,206873.76,True,6.0,0.3429766666666667,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666
1931,20211MP73,20211MP72,2,9,0.358465,88.22,0.2222222222222222,15.0,7.0,7,vz33854,ty70021,MP73,2021,False,,,5.0,448396.98,206917.97,True,5.0,0.31085799999999997,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666
1945,20211MP76,20211MP72,0,6,0.29155,134.36,0.0,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,884.1,5.0,448390.72,207004.76,True,2.0,0.30255,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666
1956,20211MP77,20211MP72,0,6,0.3720475,167.8,0.0,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,,6.0,448383.72,207042.76,True,2.0,0.58315,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666
1969,20211MP78,20211MP72,4,8,0.378484375,163.78,0.5,,,0,,,MP78,2021,,,,,448423.72,207060.76,True,4.0,0.39963333333333334,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666
1854,20211MP56,20211MP64,0,5,0.30821750000000003,131.32,0.0,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995
1861,20211MP62,20211MP64,0,5,0.4183125,70.66,0.0,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995
1880,20211MP66,20211MP64,4,8,0.3857525,44.94,0.5,12.0,8.0,2,ty70009,vz30985,MP66,2021,False,,,6.0,448621.72,206914.76,True,4.0,0.34708999999999995,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995
1892,20211MP69,20211MP64,0,7,0.3391583333333333,86.09,0.0,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995
1913,20211MP71,20211MP64,0,10,0.34096791666666665,107.94,0.0,13.0,7.0,7,ty68314,ty68263,MP71,2021,False,,,6.0,448536.72,206873.76,True,6.0,0.3429766666666667,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995
1924,20211MP72,20211MP64,0,8,0.358406875,130.17,0.0,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,149.5,5.0,448484.72,206908.76,True,4.0,0.29868666666666666,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995
1939,20211MP73,20211MP64,0,9,0.3460375,212.31,0.0,15.0,7.0,7,vz33854,ty70021,MP73,2021,False,,,5.0,448396.98,206917.97,True,5.0,0.31085799999999997,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995
1858,20211MP56,20211MP66,0,5,0.310575,176.26,0.0,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,,5.0,448559.72,207079.76,True,1.0,,12.0,8.0,2,ty70009,vz30985,MP66,2021,False,,,6.0,448621.72,206914.76,True,4.0,0.34708999999999995
1864,20211MP62,20211MP66,0,5,0.2829725,108.25,0.0,18.0,6.0,0,,,MP62,2021,,,,,448542.72,206988.76,True,1.0,,12.0,8.0,2,ty70009,vz30985,MP66,2021,False,,,6.0,448621.72,206914.76,True,4.0,0.34708999999999995
1870,20211MP64,20211MP66,6,8,0.3857525,44.94,0.75,15.0,8.0,0,,vz33855,MP64,2021,,,,,448605.72,206956.76,True,4.0,0.37633999999999995,12.0,8.0,2,ty70009,vz30985,MP66,2021,False,,,6.0,448621.72,206914.76,True,4.0,0.34708999999999995
1894,20211MP69,20211MP66,0,7,0.3549233333333333,111.89,0.0,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,0.0,6.0,448519.72,206960.76,True,3.0,0.48659,12.0,8.0,2,ty70009,vz30985,MP66,2021,False,,,6.0,448621.72,206914.76,True,4.0,0.34708999999999995
