pnum,april_lay_date,clutch_size,num_fledglings,father,mother,box,year,wytham_born,natal_box,age,x,y,recorded,repertoire_size,self_similarity,ac_sim,shared,total_rep,mean_spat_dist,mean_ac_sim,dispersal_distance,prop_immigrants,mean_dispersal
20211EX49A,25.0,6.0,0,vz33887,vz33896,EX49A,2021,False,,5.0,446155.33,208632.71,True,3.0,0.33243666666666666,0.35865360246504785,2.0,60.0,284.673,0.3707996333333333,,0.6,381.6
20211EX5,29.0,6.0,5,vz31212,ty69373,EX5,2021,True,C63,6.0,445483.33,208370.71,False,,,,,,,,1623.0,0.4,392.0
20211EX51,21.0,8.0,7,vz29896,vs83950,EX51,2021,True,EX57,6.0,446397.33,208674.71,True,2.0,0.33063,0.3346600295253863,6.0,51.0,264.211,0.328621475,86.4,0.7,480.0
20211EX55,16.0,8.0,5,vz33544,ts70792,EX55,2021,False,,6.0,446634.33,208663.71,True,6.0,0.4736686666666667,0.37571397157836645,8.0,87.0,354.698,0.386620375,,0.5,730.1
20211EX57,18.0,9.0,9,pf72109,vz32698,EX57,2021,False,,5.0,446473.33,208633.71,True,4.0,0.3611,0.3542000328366446,8.0,68.0,279.813,0.3715084166666666,,0.6,381.6
20211EX58,19.0,2.0,0,,,EX58,2021,,,,446421.33,208586.71,True,,,,,,,,,,
20211EX5A,9.0,11.0,0,,,EX5A,2021,,,,445452.33,208363.71,True,1.0,,0.3242177273730684,4.0,36.0,378.93,0.3592206666666667,,,
20211EX60,19.0,8.0,7,ty69589,tw41877,EX60,2021,True,CP28,5.0,446331.33,208517.71,True,2.0,0.31298,0.3503776470750552,6.0,51.0,257.938,0.38142433333333337,618.5,0.7,302.6
20211EX62,23.0,11.0,0,,,EX62,2021,,,,446299.33,208425.71,True,2.0,0.35789,0.3931955242825607,2.0,51.0,264.63800000000003,0.40780995833333333,,,
20211EX62C,29.0,7.0,7,ty68266,tw77115,EX62C,2021,False,,5.0,446330.33,208264.71,True,4.0,0.40726666666666667,0.3683577095750552,8.0,70.0,313.508,0.38599945,,0.5,998.1
20211EX62E,23.0,10.0,10,ty68288,vz31891,EX62E,2021,False,,6.0,446325.53,208122.65,True,3.0,0.3722833333333333,0.353833472406181,2.0,62.0,330.19,0.3656443166666667,,0.30000000000000004,1083.3
20211EX62F,35.0,6.0,5,,vz33341,EX62F,2021,,,,446379.19,208094.35,True,2.0,0.37486,0.35115811258278146,2.0,53.0,352.25,0.3692098166666667,,,
20211EX62H,32.0,6.0,3,ty68584,ty70706,EX62H,2021,True,C136,5.0,446454.65,207990.58,False,,,,,,,,1049.1,0.5,1183.1
20211EX63,26.0,8.0,8,tw41613,tr43331,EX63,2021,False,,6.0,446234.33,208384.71,True,,,,,,,,,0.6,381.6
20211EX65,25.0,6.0,6,ty68290,tr43346,EX65,2021,False,,5.0,446127.33,208492.71,True,4.0,0.40197166666666667,0.3844183654801325,8.0,67.0,285.323,0.37130760416666664,,0.6,381.6
20211EX66,22.0,8.0,6,tw41622,pf72518,EX66,2021,False,,6.0,445877.75,208346.33,True,4.0,0.3357266666666667,0.34581902166114786,4.0,67.0,360.584,0.3467880291666667,,0.7,935.5
20211EX74,39.0,8.0,5,,ty69030,EX74,2021,,,,445909.33,208141.71,True,,,,,,,,,,
20211EX75,23.0,7.0,6,vz33899,vz33888,EX75,2021,False,,6.0,445916.33,208096.71,True,5.0,0.29821400000000003,0.3384959497792494,10.0,82.0,383.327,0.3628785333333333,,0.6,901.7
20211EX76,22.0,8.0,5,vz33890,tw41644,EX76,2021,False,,5.0,445899.33,207993.71,True,3.0,0.4500233333333334,0.3752430401030169,4.0,62.0,383.954,0.38564542777777777,,0.7,1107.6
20211EX78,33.0,7.0,7,tp27167,vz33884,EX78,2021,True,O61,6.0,446079.33,207964.71,True,,,,,,,,899.5,0.6,1254.0
20211EX84,24.0,8.0,6,vz31419,vz31418,EX84,2021,False,,6.0,446086.33,207856.71,False,,,,,,,,,0.5,1183.1
20211EX9,,,0,,,EX9,2021,,,,445503.33,208584.71,True,,,,,,,,,,
20211HE4,8.0,7.0,3,tw41852,vz30596,HE4,2021,False,,6.0,446660.3,206600.12,False,,,,,,,,,0.7,523.7
20211MP12,17.0,9.0,0,te80906,ty68332,MP12,2021,True,B225,6.0,448089.72,207730.76,True,3.0,0.3183333333333333,0.3563100463576159,8.0,63.0,245.46999999999997,0.35681989999999997,361.1,0.7,831.1
20211MP17,22.0,7.0,6,ty68256,ty70095,MP17,2021,False,,5.0,448199.72,207658.76,True,,,,,,,,,0.4,889.6
20211MP21,19.0,10.0,0,,vz30800,MP21,2021,,,,448294.72,207540.76,False,,,,,,,,,,
20211MP24,16.0,8.0,8,tv44566,ts47926,MP24,2021,True,SW129,6.0,448356.72,207411.76,True,,,,,,,,2189.7,0.6,339.6
20211MP33,,,0,,,MP33,2021,,,,448440.72,207343.76,True,,,,,,,,,,
20211MP34A,24.0,7.0,0,,,MP34A,2021,,,,448457.72,207302.76,True,4.0,0.41164,0.37058773054635763,12.0,64.0,217.371,0.3886575625,,,
20211MP36,31.0,7.0,7,ts47913,ty70076,MP36,2021,True,MP20,6.0,448372.72,207288.76,True,,,,,,,,293.8,0.6,813.6
20211MP38,28.0,3.0,0,,,MP38,2021,,,,448439.72,207246.76,True,,,,,,,,,,
20211MP39,23.0,5.0,4,vz33869,vz33865,MP39,2021,False,,5.0,448481.72,207255.76,True,,,,,,,,,0.5,709.6
20211MP41,14.0,7.0,0,vz33851,vz33856,MP41,2021,False,,6.0,448487.72,207218.76,True,,,,,,,,,0.5,709.6
20211MP42,24.0,6.0,5,ts47968,te80990,MP42,2021,True,MP92,6.0,448447.72,207210.76,True,3.0,0.29058,0.319406381714496,6.0,55.0,152.179,0.3197503611111111,861.6,0.6,345.2
20211MP47,,,0,,,MP47,2021,,,,448510.72,207193.76,True,,,,,,,,,,
20211MP48,9.0,7.0,6,ty70233,ty68301,MP48,2021,True,MP42,5.0,448556.72,207188.76,True,3.0,0.44559666666666664,0.3512731668506255,2.0,56.0,174.15,0.3573125277777778,111.2,0.6,311.8
20211MP51,16.0,6.0,6,ty68257,vs84123,MP51,2021,False,,5.0,448419.72,207113.76,True,2.0,0.33922,0.35199508830022075,6.0,45.0,124.276,0.39855675,,0.5,448.5
20211MP52,17.0,7.0,5,ty70118,vs84272,MP52,2021,True,MP77,5.0,448469.72,207074.76,True,2.0,0.34956,0.3986870951986755,4.0,45.0,108.40899999999999,0.4074626666666667,91.8,0.5,401.3
20211MP56,8.0,7.0,6,vz33859,vs84264,MP56,2021,False,,5.0,448559.72,207079.76,True,1.0,,0.3619253719646799,0.0,38.0,135.846,0.3633230833333333,,0.4,349.7
20211MP59,66.0,6.0,0,,,MP59,2021,,,,448553.24,207029.14,False,,,,,,,,,,
20211MP62,18.0,6.0,0,,,MP62,2021,,,,448542.72,206988.76,True,1.0,,0.3455865215231788,6.0,45.0,108.845,0.3777531333333333,,,
20211MP64,15.0,8.0,0,,vz33855,MP64,2021,,,,448605.72,206956.76,True,4.0,0.37633999999999995,0.3554899187362031,10.0,72.0,139.34,0.3646309375,,,
20211MP65,,,0,,,MP65,2021,,,,448602.72,206929.76,True,,,,,,,,,,
20211MP66,12.0,8.0,2,ty70009,vz30985,MP66,2021,False,,6.0,448621.72,206914.76,True,4.0,0.34708999999999995,0.3556207538631347,6.0,72.0,161.221,0.3450197625,,0.5,247.3
20211MP69,9.0,8.0,7,vs84238,vs84227,MP69,2021,True,MP69,6.0,448519.72,206960.76,True,3.0,0.48659,0.3596976227005151,2.0,63.0,104.047,0.38983618333333336,0.0,0.6,309.2
20211MP7,20.0,6.0,6,tr42598,vz30572,MP7,2021,False,,6.0,448037.72,207767.76,True,1.0,,0.27849501545253863,4.0,46.0,213.916,0.29185245,,0.6,713.6
20211MP71,13.0,7.0,7,ty68314,ty68263,MP71,2021,False,,6.0,448536.72,206873.76,True,6.0,0.3429766666666667,0.3506404374540103,6.0,90.0,144.917,0.350471925,,0.5,247.3
20211MP72,31.0,7.0,6,ty70056,ty69090,MP72,2021,True,MP75,5.0,448484.72,206908.76,True,4.0,0.29868666666666666,0.3406162693156733,6.0,73.0,121.231,0.352425125,149.5,0.6,271.8
20211MP73,15.0,7.0,7,vz33854,ty70021,MP73,2021,False,,5.0,448396.98,206917.97,True,5.0,0.31085799999999997,0.3440131492273731,12.0,80.0,146.683,0.37208146666666664,,0.5,397.4
20211MP76,2.0,11.0,2,ty70199,ty70011,MP76,2021,True,B205,5.0,448390.72,207004.76,True,2.0,0.30255,0.3454233297461369,10.0,50.0,121.35499999999999,0.37235382499999997,884.1,0.6,275.7
20211MP77,10.0,11.0,8,vz30902,vz30598,MP77,2021,False,,6.0,448383.72,207042.76,True,2.0,0.58315,0.32491062527593817,2.0,47.0,123.352,0.31727370833333335,,0.4,349.7
20211MP78,,,0,,,MP78,2021,,,,448423.72,207060.76,True,4.0,0.39963333333333334,0.3698139757174393,12.0,65.0,108.60799999999999,0.39390540416666664,,,
20211MP80,19.0,7.0,6,ty68368,ty70078,MP80,2021,False,,6.0,448343.72,207270.76,True,4.0,0.38642166666666666,0.36556449806843266,6.0,64.0,223.39499999999998,0.36936368750000004,,0.4,738.7
20211MP89,24.0,9.0,9,,ty68249,MP89,2021,,,,448096.72,207648.76,False,,,,,,,,,,
20211MP90,15.0,6.0,5,tw77032,ty68333,MP90,2021,True,B11,5.0,448077.72,207710.76,True,4.0,0.44357500000000005,0.364103132312362,10.0,72.0,241.25799999999998,0.34411135625,356.4,0.7,832.6
20211MP91,26.0,6.0,6,ty68279,ty70158,MP91,2021,False,,5.0,447955.72,207914.76,True,,,,,,,,,0.6,713.6
20211MP92,23.0,7.0,7,vz30994,vz33299,MP92,2021,True,B11,6.0,447983.72,207936.76,True,5.0,0.33589199999999997,0.33953641710816773,8.0,77.0,222.429,0.33770321000000003,432.4,0.7,807.3
20211MP93,27.0,6.0,6,,vs84062,MP93,2021,,,,448018.72,207967.76,True,,,,,,,,,,
20211MP95,,,0,,,MP95,2021,,,,447941.72,207986.76,True,,,,,,,,,,
20211MP98,22.0,7.0,0,,,MP98,2021,,,,447817.72,207173.76,True,3.0,0.36572333333333334,0.34400058793230315,2.0,62.0,354.393,0.34017380555555554,,,
20211O107,18.0,7.0,5,,tw41898,O107,2021,,,,445709.33,207638.71,True,3.0,0.31522333333333336,0.36573591721854304,8.0,59.0,314.363,0.3832358888888889,,,
20211O112,16.0,7.0,7,ty70575,tw41858,O112,2021,True,O86,5.0,445957.33,207531.71,True,3.0,0.4737533333333333,0.3554962573583518,6.0,59.0,287.571,0.3821631111111111,393.1,1.0,
20211O115,22.0,11.0,11,ty70701,tl38938,O115,2021,False,,6.0,445904.33,207703.71,True,,,,,,,,,0.6,767.9
20211O118,27.0,11.0,10,ty69096,,O118,2021,False,,6.0,446026.33,207781.71,True,4.0,0.4453583333333333,0.38468626048565124,4.0,72.0,331.17600000000004,0.39651735,,0.6,929.0
20211O12,16.0,10.0,9,tr43207,,O12,2021,True,O27A,6.0,445404.72,208227.76,True,2.0,0.45307,0.36272872737306844,6.0,47.0,358.207,0.362321675,484.5,0.30000000000000004,539.1
20211O13,75.0,1.0,0,,,O13,2021,,,,445364.72,208273.76,False,,,,,,,,,,
20211O18,19.0,7.0,3,vz31037,ty68155,O18,2021,True,EX75A,6.0,445339.57,207980.91,True,1.0,,0.3595548410596026,0.0,36.0,303.686,0.400918,551.3,0.30000000000000004,553.6
20211O241,41.0,8.0,7,,pf71202,O241,2021,,,,445509.33,207730.71,False,,,,,,,,,,
20211O27A,22.0,8.0,8,,,O27A,2021,,,,445122.72,207833.76,False,,,,,,,,,,
20211O28,22.0,6.0,6,vz33551,ty69311,O28,2021,False,,6.0,445160.95,207823.54,False,,,,,,,,,0.30000000000000004,400.5
20211O3,18.0,11.0,9,tl38436,ty69305,O3,2021,True,EX7,6.0,445269.72,208067.76,True,2.0,0.30197,0.34735420171081677,2.0,45.0,359.84299999999996,0.36341875,523.7,0.19999999999999996,523.3
20211O30,15.0,10.0,8,tv44361,te80789,O30,2021,True,O38A,6.0,445291.72,207960.76,True,6.0,0.4512333333333333,0.3869860904157469,2.0,81.0,310.34000000000003,0.38570180555555555,304.0,0.30000000000000004,588.9
20211O34,30.0,9.0,9,tw41625,ty69382,O34,2021,False,,6.0,445302.72,207803.76,True,2.0,0.23296,0.35839584685430464,2.0,45.0,310.209,0.35904108333333334,,0.4,386.5
20211O38,27.0,8.0,5,,vn56886,O38,2021,,,,445313.72,207707.76,False,,,,,,,,,,
20211O40,55.0,6.0,0,,,O40,2021,,,,445462.72,207850.76,False,,,,,,,,,,
20211O44,21.0,9.0,0,,,O44,2021,,,,445380.72,207931.76,True,2.0,0.24979,0.35615331705298015,2.0,45.0,296.962,0.37358125000000003,,,
20211O48,15.0,7.0,2,vj57893,tv44478,O48,2021,False,,6.0,445470.72,207553.76,True,3.0,0.41722333333333333,0.37385854231052246,6.0,57.0,295.504,0.40423608333333333,,0.6,342.4
20211O57,29.0,7.0,0,,ty69374,O57,2021,,,,445453.72,208114.76,True,,,,,,,,,,
20211O58,16.0,10.0,10,tr43342,ty70759,O58,2021,False,,6.0,445427.72,207495.76,True,3.0,0.28937666666666667,0.3304920423105224,14.0,58.0,313.211,0.35920555555555556,,0.6,342.4
20211O60,19.0,8.0,0,,,O60,2021,,,,445324.72,207450.76,True,2.0,0.35488,0.3520466098233996,12.0,49.0,377.02799999999996,0.3866354166666667,,,
20211O62,45.0,6.0,6,ty70564,ty68635,O62,2021,True,O50,5.0,445323.72,207872.76,False,,,,,,,,283.4,0.4,420.0
20211O64,22.0,6.0,6,vz33895,ty68546,O64,2021,False,,5.0,445472.72,207440.76,False,,,,,,,,,0.6,364.7
20211O66,8.0,10.0,0,vz32983,tw41895,O66,2021,True,O52,6.0,445582.33,207406.71,True,1.0,,0.34295791169977924,8.0,38.0,288.94,0.36058375000000004,330.1,0.8,422.6
20211O7,20.0,8.0,0,vz33619,ty69312,O7,2021,True,O18,6.0,445203.72,208133.76,True,,,,,,,,204.5,0.30000000000000004,579.1
20211O71,13.0,8.0,2,,ty69301,O71,2021,,,,445601.33,207494.71,True,,,,,,,,,,
20211O75B,,,0,,,O75B,2021,,,,445871.33,207127.71,True,,,,,,,,,,
20211O75C,21.0,7.0,5,vz31403,vz31401,O75C,2021,False,,5.0,445833.33,207103.71,True,2.0,0.33079,0.3385865380794702,0.0,45.0,284.448,0.34571816666666666,,0.5,388.5
20211O75D,18.0,10.0,3,,tw77016,O75D,2021,,,,445894.33,207084.71,True,3.0,0.28297666666666665,0.3287786791758646,6.0,54.0,272.012,0.32071347222222224,,,
20211O76,34.0,1.0,0,,,O76,2021,,,,445791.33,207210.71,True,2.0,0.299,0.34119753973509936,4.0,46.0,268.71799999999996,0.36565291666666666,,,
20211O77,19.0,7.0,6,ty70249,tw77015,O77,2021,False,,5.0,445712.33,207287.71,True,4.0,0.4092716666666667,0.3694674205298013,4.0,66.0,285.665,0.34949183333333333,,0.7,391.8
20211O78,,,0,,,O78,2021,,,,445747.33,207342.71,True,,,,,,,,,,
20211O8,33.0,1.0,0,,,O8,2021,,,,445208.72,208155.8,True,,,,,,,,,,
20211O83,21.0,8.0,7,vz31466,vz33113,O83,2021,False,,5.0,445788.33,207625.71,True,3.0,0.47967666666666675,0.39307950901398087,8.0,59.0,305.466,0.400953,,0.7,391.8
20211O86,24.0,9.0,7,tv44375,tw41860,O86,2021,True,SW122,6.0,445584.33,207655.71,False,,,,,,,,452.1,0.8,306.8
20211O94,22.0,5.0,2,tw41897,tv44468,O94,2021,False,,6.0,445958.33,207605.71,True,,,,,,,,,0.8,422.6
20211P102,33.0,4.0,4,,ty68253,P102,2021,,,,447049.33,207462.71,True,,,,,,,,,,
20211P11,26.0,7.0,7,,vz30892,P11,2021,,,,447292.33,207556.71,True,5.0,0.356394,0.35915045342163354,4.0,79.0,200.42000000000002,0.36908774666666666,,,
20211P12,24.0,3.0,0,,,P12,2021,,,,447234.33,207532.71,True,2.0,0.37717,0.3804621901214128,6.0,57.0,213.873,0.3904350833333333,,,
20211P18,43.0,10.0,0,,tw77017,P18,2021,,,,446946.33,207593.71,False,,,,,,,,,,
20211P5,35.0,6.0,5,,tv44297,P5,2021,,,,447227.33,207656.71,True,,,,,,,,,,
20211P6,18.0,9.0,9,vz33661,vs84191,P6,2021,False,,5.0,447223.33,207763.71,True,3.0,0.39107000000000003,0.37132570272259013,8.0,58.0,293.839,0.3955328777777778,,0.5,402.3
20211P7,,,0,,,P7,2021,,,,447254.33,207742.71,True,,,,,,,,,,
20211P9,,,0,,,P9,2021,,,,447314.33,207802.71,True,,,,,,,,,,
20211SW1,21.0,10.0,9,tl38908,ty69003,SW1,2021,True,EX120,6.0,446202.33,207910.71,True,,,,,,,,1326.8,0.5,1127.5
20211SW101,24.0,8.0,7,vz32966,pf71359,SW101,2021,True,SW35,6.0,446187.33,207225.71,True,,,,,,,,239.8,0.6,709.2
20211SW102,,,0,,,SW102,2021,,,,446220.33,207169.71,True,2.0,0.1887,0.32078736561810156,4.0,45.0,214.23899999999998,0.3092761666666667,,,
20211SW103,26.0,6.0,0,,,SW103,2021,,,,446179.33,207147.71,False,,,,,,,,,,
20211SW107,25.0,6.0,6,pf71360,vz33149,SW107,2021,False,,5.0,446138.33,207049.71,True,2.0,0.45664,0.38471639348785874,2.0,44.0,231.60500000000002,0.37317325,,0.5,538.7
20211SW109,27.0,7.0,0,,,SW109,2021,,,,446096.33,207150.71,True,,,,,,,,,,
20211SW114,10.0,3.0,0,,tw41854,SW114,2021,,,,446053.33,207204.71,True,3.0,0.3690866666666666,0.3718849398454746,4.0,55.0,223.853,0.3799238888888889,,,
20211SW116,20.0,7.0,6,vz31405,vz33685,SW116,2021,False,,5.0,446054.33,207257.71,True,,,,,,,,,0.6,560.9
20211SW119,24.0,6.0,3,,vz33673,SW119,2021,,,,446065.33,207348.71,True,2.0,0.45762,0.3620594630242826,8.0,48.0,233.60399999999998,0.391076875,,,
20211SW121,16.0,13.0,10,,vz33329,SW121,2021,,,,446035.33,207357.71,True,3.0,0.31621,0.35375336000735835,10.0,56.0,241.964,0.3622804722222222,,,
20211SW126,23.0,6.0,4,,ty68217,SW126,2021,,,,446067.33,207514.71,True,,,,,,,,,,
20211SW130,20.0,9.0,9,tw41650,ty68607,SW130,2021,False,,6.0,446195.33,207551.71,True,,,,,,,,,0.5,968.6
20211SW133,19.0,9.0,0,tw77001,ty68283,SW133,2021,False,,6.0,446261.33,207581.71,True,,,,,,,,,0.30000000000000004,926.5
20211SW16,25.0,8.0,7,vz33684,vz32782,SW16,2021,False,,6.0,446260.33,207485.71,True,4.0,0.35653666666666667,0.33640409878587196,14.0,64.0,245.72899999999998,0.35501558333333333,,0.4,686.8
20211SW18,19.0,8.0,5,ty68576,tw77069,SW18,2021,True,C61A,5.0,446358.33,207529.71,True,2.0,0.40132,0.36531817163355407,10.0,48.0,256.789,0.376796125,539.8,0.4,927.6
20211SW19,,,0,,,SW19,2021,,,,446366.33,207552.71,True,,,,,,,,,,
20211SW21,31.0,7.0,7,,vz33683,SW21,2021,,,,446420.33,207585.71,True,,,,,,,,,,
20211SW23,22.0,8.0,0,,,SW23,2021,,,,446500.33,207602.71,True,,,,,,,,,,
20211SW24,,,0,,,SW24,2021,,,,446523.33,207554.71,False,,,,,,,,,,
20211SW27,31.0,4.0,4,,vz31497,SW27,2021,,,,446425.33,207512.71,True,,,,,,,,,,
20211SW3,27.0,6.0,6,vz30822,tw77052,SW3,2021,True,CP24,6.0,446241.33,207876.75,True,,,,,,,,1096.6,0.5,1173.6
20211SW30,20.0,5.0,0,ts45460,vz33751,SW30,2021,True,SW1,6.0,446515.33,207463.71,True,1.0,,0.3199006020971302,2.0,39.0,279.289,0.32216791666666666,545.7,0.4,704.4
20211SW31,27.0,1.0,0,,,SW31,2021,,,,446510.33,207427.71,True,,,,,,,,,,
20211SW32,17.0,7.0,0,,,SW32,2021,,,,446283.33,207228.71,True,3.0,0.3597166666666667,0.3994116607799853,8.0,55.0,226.129,0.4022435277777777,,,
20211SW33,,,0,,,SW33,2021,,,,446328.33,207280.71,True,,,,,,,,,,
20211SW34,22.0,7.0,7,tr43216,tj26880,SW34,2021,True,O29,6.0,446359.33,207328.71,True,3.0,0.32470666666666664,0.3554031247240618,12.0,56.0,234.402,0.3678593888888889,1317.7,0.5,497.7
20211SW38,23.0,6.0,6,vz33667,vz31402,SW38,2021,False,,5.0,446503.33,207381.71,True,2.0,0.36022,0.3723349180463576,0.0,48.0,272.15500000000003,0.34910820833333334,,0.30000000000000004,681.7
20211SW45,,,0,,,SW45,2021,,,,446699.33,207483.71,True,,,,,,,,,,
20211SW49,23.0,8.0,7,vz32978,ta15788,SW49,2021,True,B145,6.0,446666.33,207376.71,True,4.0,0.4016216666666667,0.3784468761037527,8.0,71.0,332.409,0.3864285125,869.9,0.5,738.7
20211SW51,34.0,8.0,8,tw77124,tw77187,SW51,2021,True,SW59,5.0,446734.33,207470.71,True,,,,,,,,174.5,0.4,912.2
20211SW6,20.0,8.0,5,ty70082,vz30447,SW6,2021,True,B192,6.0,446327.33,207836.71,True,3.0,0.4533133333333333,0.35899275423105226,6.0,59.0,340.135,0.36449569444444446,1507.7,0.4,999.4
20211SW60,25.0,9.0,8,ty68269,ty69024,SW60,2021,False,,5.0,446894.33,207300.71,True,3.0,0.32083333333333336,0.3489839304635762,0.0,63.0,348.831,0.3532190111111111,,0.4,841.2
20211SW70,21.0,7.0,7,vz31906,vs84179,SW70,2021,True,EX62C,6.0,447032.33,207397.71,True,3.0,0.5651700000000001,0.3684963859455482,6.0,66.0,282.739,0.3751604055555556,1115.6,0.6,495.8
20211SW72,28.0,9.0,0,,,SW72,2021,,,,447082.33,207381.71,True,5.0,0.42298099999999994,0.3774483122516556,10.0,84.0,266.137,0.3656973566666667,,,
20211SW76,27.0,7.0,7,vz33688,tr43320,SW76,2021,False,,6.0,447158.33,207352.75,True,5.0,0.382264,0.37197762825607067,6.0,80.0,248.993,0.3666452,,0.5,564.9
20211SW82,33.0,0.0,0,,,SW82,2021,,,,447327.33,207376.71,True,1.0,,0.3176606484547461,4.0,43.0,218.377,0.35778513333333334,,,
20211SW83,17.0,8.0,1,,tr43323,SW83,2021,,,,447438.33,207316.71,True,5.0,0.394413,0.37257163002207505,8.0,75.0,233.978,0.3701201866666667,,,
20211SW9,30.0,7.0,7,tl38496,ty68555,SW9,2021,True,EX5A,6.0,446338.33,207737.71,True,3.0,0.30800999999999995,0.35231364661515824,0.0,57.0,319.28200000000004,0.34505694444444446,1084.8,0.5,1104.0
20211SW90,20.0,4.0,0,,,SW90,2021,,,,447512.33,207309.71,True,1.0,,0.3560641705298013,4.0,38.0,231.202,0.34809166666666663,,,
20211W100,16.0,8.0,5,tl38410,tw41888,W100,2021,True,EX38,6.0,445358.33,209039.71,True,4.0,0.41270999999999997,0.359525545115894,16.0,71.0,231.20999999999998,0.3915175,464.8,0.6,591.6
20211W102,19.0,8.0,6,vz30533,vz29859,W102,2021,False,,6.0,445323.33,209040.71,True,3.0,0.3136366666666666,0.3367691766004415,2.0,62.0,246.50300000000001,0.34203730555555556,,0.5,566.3
20211W104,25.0,5.0,3,ty68852,,W104,2021,False,,5.0,445273.33,208998.71,True,2.0,0.39506,0.3735968669977925,2.0,53.0,285.177,0.38504725,,0.6,600.1
20211W11,21.0,7.0,4,,tr43345,W11,2021,,,,446051.33,209146.71,False,,,,,,,,,,
20211W12,28.0,8.0,8,tl38664,ty68265,W12,2021,True,W99,6.0,446105.33,209157.71,True,5.0,0.384733,0.3663678926048565,10.0,85.0,194.41,0.35162064666666665,732.9,0.7,449.9
20211W16,18.0,9.0,0,,,W16,2021,,,,446212.33,209362.71,True,3.0,0.46386666666666665,0.3640526808314937,8.0,68.0,166.911,0.37904772222222227,,,
20211W17,23.0,9.0,9,tw41879,tw41822,W17,2021,False,,6.0,446242.33,209395.71,True,3.0,0.31271999999999994,0.3423580206033849,14.0,68.0,185.307,0.35682807222222224,,0.7,653.1
20211W20,,,0,,,W20,2021,,,,446229.33,209534.71,False,,,,,,,,,,
20211W21,23.0,8.0,8,ty68817,vz31107,W21,2021,False,,5.0,446206.33,209539.71,True,5.0,0.501236,0.37548059613686535,10.0,80.0,252.70099999999996,0.3940003166666667,,0.7,653.1
20211W23,20.0,9.0,8,ty68048,tw41819,W23,2021,False,,6.0,446199.33,209475.71,False,,,,,,,,,0.7,653.1
20211W25,20.0,6.0,4,,vz30524,W25,2021,,,,446156.33,209366.71,True,,,,,,,,,,
20211W28,20.0,6.0,6,vz33691,ty69576,W28,2021,False,,4.0,446109.33,209245.71,True,3.0,0.4484633333333334,0.3849128419793966,4.0,63.0,161.19099999999997,0.36390443333333333,,0.8,630.7
20211W29,,,0,,,W29,2021,,,,446124.33,209221.71,True,,,,,,,,,,
20211W36,27.0,8.0,7,,ty68824,W36,2021,,,,446064.33,209374.71,True,,,,,,,,,,
20211W37,5.0,8.0,6,tr43332,ty69018,W37,2021,False,,6.0,446046.33,209353.71,True,3.0,0.31093333333333334,0.3500701190213392,2.0,64.0,142.982,0.3555526333333333,,0.8,630.7
20211W40,23.0,10.0,7,vz31866,ty70242,W40,2021,False,,6.0,446045.33,209413.75,True,4.0,0.42212333333333335,0.3589885758830022,16.0,73.0,148.922,0.3535298,,0.8,630.7
20211W42,20.0,7.0,3,,ty68762,W42,2021,,,,445967.33,209346.71,True,2.0,0.37001,0.36334505546357615,4.0,51.0,142.871,0.36310105,,,
20211W43,13.0,8.0,0,,,W43,2021,,,,445941.33,209362.71,True,1.0,,0.3458990485651214,4.0,41.0,147.217,0.33091393333333335,,,
20211W4B,16.0,8.0,0,,,W4B,2021,,,,446257.33,209228.71,True,4.0,0.500745,0.339694741307947,12.0,77.0,179.009,0.3486754166666667,,,
20211W5,22.0,9.0,8,ty68169,pf72567,W5,2021,True,W75,5.0,446195.33,209187.71,True,4.0,0.30831333333333333,0.3286861959161148,10.0,78.0,176.93699999999998,0.3346058708333333,528.5,0.8,715.4
20211W51,13.0,3.0,0,,,W51,2021,,,,445892.33,209413.75,True,4.0,0.39627833333333334,0.34699854994481233,20.0,68.0,172.28900000000002,0.3516575666666667,,,
20211W55,15.0,9.0,9,ty68720,vz33954,W55,2021,False,,5.0,446057.33,209470.71,True,4.0,0.30307666666666666,0.34518855891280353,12.0,73.0,173.85,0.34437290416666666,,0.8,630.7
20211W56,27.0,3.0,0,,,W56,2021,,,,445993.33,209438.71,True,,,,,,,,,,
20211W62,25.0,9.0,6,,tr43214,W62,2021,,,,445726.33,209377.71,True,,,,,,,,,,
20211W64,22.0,6.0,6,vs83969,tv44366,W64,2021,True,W104,6.0,445682.33,209306.71,True,3.0,0.4208233333333333,0.3792441256438558,2.0,64.0,133.956,0.3882191888888889,512.0,0.5,466.4
20211W64A,14.0,7.0,7,vz29510,tl38985,W64A,2021,True,EX19A,6.0,445637.33,209270.71,True,3.0,0.3207166666666667,0.3319845901398087,8.0,64.0,135.23,0.32168480555555556,330.1,0.5,502.8
20211W66,19.0,9.0,8,ty68741,vz30466,W66,2021,False,,5.0,445757.33,209361.71,True,,,,,,,,,0.4,474.0
20211W67,20.0,8.0,8,ty68740,tr43364,W67,2021,False,,5.0,445819.33,209351.71,True,,,,,,,,,0.6,457.8
20211W69,7.0,7.0,6,ty68701,tr42592,W69,2021,False,,6.0,445872.33,209243.71,True,5.0,0.357129,0.3480016089403974,4.0,76.0,164.075,0.34161454999999996,,0.4,449.1
20211W73,29.0,6.0,6,,tr43329,W73,2021,,,,445791.33,209253.71,True,1.0,,0.3493972201986755,0.0,43.0,140.653,0.3324318,,,
